course_code,course_name,department_name,year,semester,regulation,category,lecture_hours,tutorial_hours,practical_hours,credits
CS23422,Python Programming for Machine Learning,Biomedical Engineering,3,5.0,2023.0,LOT,1,0,4,3
BM23521,Diagnostic and Therapeutic Equipment Laboratory,Biomedical Engineering,3,5.0,2023.0,Laboratory,0,0,4,2
GE23521,Soft Skills – II,Biomedical Engineering,3,5.0,2023.0,Laboratory,0,0,2,1
BM23611,Radiological Equipment,Biomedical Engineering,3,6.0,2023.0,Theory,3,0,0,3
BM23612,Biomechanics,Biomedical Engineering,3,6.0,2023.0,Theory,3,1,0,4
BMPE2,Professional Elective – II,Biomedical Engineering,3,6.0,2023.0,Professional Elective,3,0,0,3
BMPE3,Professional Elective – III,Biomedical Engineering,3,6.0,2023.0,Professional Elective,3,0,0,3
BM23631,Biosignal Processing,Biomedical Engineering,3,6.0,2023.0,LOT,1,1,2,3
BM23632,Physiological Modeling Laboratory,Biomedical Engineering,3,6.0,2023.0,LOT,1,0,2,2
BM23633,Design thinking for Innovation in Biomedical Engineering,Biomedical Engineering,3,6.0,2023.0,LOT,1,0,2,2
BM23621,Medical Industrial Training,Biomedical Engineering,3,6.0,2023.0,Laboratory,0,0,2,1
GE23621,Problem Solving Techniques,Biomedical Engineering,3,6.0,2023.0,Laboratory,0,0,2,1
BM23711,Comprehension In Biomedical Engineering,Biomedical Engineering,4,7.0,2023.0,Theory,1,0,0,1
BMPE4,Professional Elective – IV,Biomedical Engineering,4,7.0,2023.0,Professional Elective,3,0,0,3
BMPE5,Professional Elective – V,Biomedical Engineering,4,7.0,2023.0,Professional Elective,3,0,0,3
BMPE6,Professional Elective – VI,Biomedical Engineering,4,7.0,2023.0,Professional Elective,3,0,0,3
BM23731,Medical Image Processing,Biomedical Engineering,4,7.0,2023.0,LOT,2,1,2,4
BM23721,Artificial Intelligence and Machine learning for Biomedical Engineering,Biomedical Engineering,4,7.0,2023.0,LOT,0,0,4,2
BM23722,Project Work (Phase - I),Biomedical Engineering,4,7.0,2023.0,Laboratory,0,0,6,3
BM23723,Hospital Training,Biomedical Engineering,4,7.0,2023.0,Laboratory,0,0,2,1
VAP,Value Added Lab ,Biomedical Engineering,4,7.0,2023.0,Laboratory,0,0,3,0
BM23821,Project Work (Phase - II),Biomedical Engineering,4,8.0,2023.0,Laboratory,0,0,16,8
HS23111,Technical Communication -I,Biotechnology,1,1.0,2023.0,Theory,2,0,0,2
MA23112,Algebra and Calculus,Biotechnology,1,1.0,2023.0,Theory,3,1,0,4
CY23132,Chemistry for Technologists,Biotechnology,1,1.0,2023.0,LOT,3,0,2,4
GE23111,Engineering Graphics,Biotechnology,1,1.0,2023.0,Theory,2,0,4,4
GE23121,Engineering Practices – Civil and Mechanical,Biotechnology,1,1.0,2023.0,Laboratory,0,0,2,1
BT23131,Microbiology,Biotechnology,1,1.0,2023.0,LOT,2,0,4,4
MC23112,Environmental Science and Engineering,Biotechnology,1,1.0,2023.0,Theory,3,0,0,0
GE23117,தமிழர் மரபு /Heritage of Tamils,Biotechnology,1,1.0,2023.0,Theory,1,0,0,1
HS23221/HS23222,Technical Communication II/ English for Professional Competence,Biotechnology,1,2.0,2023.0,Theory,0,0,2,1
MA23212,Differential Equations and Complex Variables,Biotechnology,1,2.0,2023.0,Theory,3,1,0,4
PH23231,Physics for Bioscience,Biotechnology,1,2.0,2023.0,LOT,3,0,2,4
GE23231,Programming Using Python,Biotechnology,1,2.0,2023.0,LOT,1,0,4,3
GE23212,Basic Civil and Mechanical Engineering,Biotechnology,1,2.0,2023.0,Theory,3,0,0,3
BT23211,Biochemistry,Biotechnology,1,2.0,2023.0,Theory,3,0,0,3
MC23111,Indian Constitution and Freedom Movement,Biotechnology,1,2.0,2023.0,Theory,3,0,0,0
GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,Biotechnology,1,2.0,2023.0,Theory,1,0,0,1
BT23221,Biochemistry Laboratory,Biotechnology,1,2.0,2023.0,Laboratory,0,0,4,2
MA23311,Transforms and Applied Partial Differential Equations,Biotechnology,2,3.0,2023.0,Theory,3,1,0,4
BT23311,Enzyme Technology and Biotransformations,Biotechnology,2,3.0,2023.0,Theory,3,0,0,3
BT23312,Stoichiometry and Fluid Mechanics,Biotechnology,2,3.0,2023.0,Theory,3,1,0,3
BT23313,Molecular Biology,Biotechnology,2,3.0,2023.0,Theory,3,0,3,3
BT23314,Cell Biology,Biotechnology,2,3.0,2023.0,Theory,3,0,0,3
BT23321,Basic Food and Enzyme Technology Laboratory,Biotechnology,2,3.0,2023.0,Laboratory,0,0,2,1
BT23331,Analytical Techniques in Biotechnology,Biotechnology,2,3.0,2023.0,LOT,2,0,2,3
MA23431,"Probability, Statistics and Reliability",Biotechnology,2,4.0,2023.0,LOT,3,0,2,4
BT23411,Food Biotechnology,Biotechnology,2,4.0,2023.0,Theory,3,0,0,3
BT23412,Genetic Engineering,Biotechnology,2,4.0,2023.0,Theory,3,0,0,3
BT23413,Thermodynamics and Heat transfer,Biotechnology,2,4.0,2023.0,Theory,3,1,0,3
BT23414,Basic Industrial Biotechnology,Biotechnology,2,4.0,2023.0,Theory,3,0,0,3
CS23422,Python Programming for Machine Learning,Biotechnology,2,4.0,2023.0,Laboratory,0,0,4,2
BT23421,Chemical Engineering Laboratory for Biotechnologists,Biotechnology,2,4.0,2023.0,Laboratory,0,0,4,2
BT23422,Molecular Biology and Genetic Engineering Laboratory,Biotechnology,2,4.0,2023.0,Laboratory,0,0,4,2
GE23421,Soft Skills – I,Biotechnology,2,4.0,2023.0,Laboratory,0,0,2,1
BT23511,Bioprocess Principles,Biotechnology,3,5.0,2023.0,Theory,3,0,0,3
BT23512,Bioinformatics,Biotechnology,3,5.0,2023.0,Theory,3,0,0,3
BT23513,Separation Process Principles,Biotechnology,3,5.0,2023.0,Theory,3,1,0,3
BTPE1,Professional Elective – I,Biotechnology,3,5.0,2023.0,Professional Elective,3,0,0,3
BTPE2,Professional Elective – II,Biotechnology,3,5.0,2023.0,Professional Elective,3,0,0,3
BTPE3,Professional Elective – III,Biotechnology,3,5.0,2023.0,Professional Elective,3,0,0,3
BT23521,Bioprocess Laboratory- I,Biotechnology,3,5.0,2023.0,Laboratory,0,0,4,2
BT23522,Bioinformatics Laboratory,Biotechnology,3,5.0,2023.0,Laboratory,0,0,4,2
GE23521,Soft Skills – II,Biotechnology,3,5.0,2023.0,Laboratory,0,0,2,1
BT23611,Bioprocess Technology,Biotechnology,3,6.0,2023.0,Theory,3,0,0,3
BT23612,Chemical Reaction Engineering,Biotechnology,3,6.0,2023.0,Theory,3,0,0,3
BTPE4,Professional Elective – IV,Biotechnology,3,6.0,2023.0,Professional Elective,3,0,0,3
BMPE5,Professional Elective – V,Biotechnology,3,6.0,2023.0,Professional Elective,3,0,0,3
BMPE6,Professional Elective – VI,Biotechnology,3,6.0,2023.0,Professional Elective,3,0,0,3
OE - 1,Open Elective - I,Biotechnology,3,6.0,2023.0,Open Elective,3,0,0,3
BT23621,Bioprocess Laboratory II,Biotechnology,3,6.0,2023.0,Laboratory,0,0,4,2
BT23622,Innovation and Design Thinking for Biotechnologists,Biotechnology,3,6.0,2023.0,Laboratory,0,0,4,2
BT23623,Numerical Programming for Biotechnologists,Biotechnology,3,6.0,2023.0,Laboratory,0,0,2,1
GE23622,Problem Solving Techniques,Biotechnology,3,6.0,2023.0,Others,0,0,2,1
BT23711,Downstream Processing,Biotechnology,4,7.0,2023.0,Theory,3,0,0,3
BT23712,Immunology,Biotechnology,4,7.0,2023.0,Theory,3,0,0,3
BT23713,Protein Engineering,Biotechnology,4,7.0,2023.0,Theory,3,0,0,3
BT23714,Comprehensive Course for Biotechnologists,Biotechnology,4,7.0,2023.0,Theory,2,0,0,2
OE - 2,Open Elective - II,Biotechnology,4,7.0,2023.0,Open Elective,3,0,0,3
BT23721,Downstream Processing Lab,Biotechnology,4,7.0,2023.0,Laboratory,0,0,4,2
BT23722,Immunology lab,Biotechnology,4,7.0,2023.0,Laboratory,0,0,4,2
BT23723,Artificial Intelligence and Machine Learning for Biotechnologist,Biotechnology,4,7.0,2023.0,Laboratory,0,0,4,2
BT23724,Industry Training (2 weeks Training during vacation),Biotechnology,4,7.0,2023.0,Others,0,0,0,1
CR23P62,Microfluidics Laboratory,Biotechnology,4,7.0,2023.0,Laboratory,0,0,2,1
BT23821,Project Work,Biotechnology,4,8.0,2023.0,Laboratory,0,0,24,12
HS23111,Technical Communication -I,Chemical Engineering,1,1.0,2023.0,Theory,2,0,0,2
MA23112,Algebra and Calculus,Chemical Engineering,1,1.0,2023.0,Theory,3,1,0,4
PH23111,Physics for Chemical Engineering,Chemical Engineering,1,1.0,2023.0,Theory,3,0,0,3
CY23312,Chemistry for Technologists,Chemical Engineering,1,1.0,2023.0,LOT,3,0,2,4
GE23111,Engineering Graphics,Chemical Engineering,1,1.0,2023.0,Theory,2,2,0,4
GE23121,Engineering Practices – Civil and Mechanical,Chemical Engineering,1,1.0,2023.0,Laboratory,0,0,2,1
MC23112,Environmental Science and Engineering,Chemical Engineering,1,1.0,2023.0,Theory,3,0,0,0
GE23117,தமிழர் மரபு /Heritage of Tamils,Chemical Engineering,1,1.0,2023.0,Theory,1,0,0,1
HS23222/HS23223,Technical Communication II / English for Professional Competence,Chemical Engineering,1,2.0,2023.0,Theory,0,0,2,1
MA23212,Differential Equations and Complex Variables,Chemical Engineering,1,2.0,2023.0,Theory,3,1,0,4
CH23211,Introduction to Chemical Engineering,Chemical Engineering,1,2.0,2023.0,Theory,3,0,0,3
GE23233,Problem Solving and Python Programming,Chemical Engineering,1,2.0,2023.0,LOT,2,0,4,4
PH23233,Material Science,Chemical Engineering,1,2.0,2023.0,LOT,3,0,2,4
EE23133,Basic Electrical and Electronics Engineering,Chemical Engineering,1,2.0,2023.0,LOT,3,0,2,4
GE23122,Engineering Practices – Electrical and Electronics,Chemical Engineering,1,2.0,2023.0,Laboratory,0,0,2,1
MC23111,Indian Constitution and Freedom Movement,Chemical Engineering,1,2.0,2023.0,Theory,3,0,0,0
GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,Chemical Engineering,1,2.0,2023.0,Theory,1,0,0,1
MA23311,Transforms and Applied Partial Differential Equations,Chemical Engineering,2,3.0,2023.0,Theory,3,1,0,4
CY23334,Physical and Organic Chemistry,Chemical Engineering,2,3.0,2023.0,LOT,3,0,2,4
CH23311,Solid Mechanics,Chemical Engineering,2,3.0,2023.0,Theory,2,1,0,3
CH23312,Chemical Process Calculations,Chemical Engineering,2,3.0,2023.0,Theory,2,1,0,3
CH23313,Chemical Process Industries,Chemical Engineering,2,3.0,2023.0,Theory,3,0,0,3
CH23331,Fluid Mechanics for Chemical Engineers,Chemical Engineering,2,3.0,2023.0,LOT,3,1,2,4
MA23431,"Probability, Statistics and Reliability",Chemical Engineering,2,4.0,2023.0,Theory,3,0,2,4
CH23411,Thermodynamics,Chemical Engineering,2,4.0,2023.0,Theory,3,0,0,3
CH23412,Heat Transfer,Chemical Engineering,2,4.0,2023.0,Theory,3,0,0,3
CH23431,Particle science and Technology,Chemical Engineering,2,4.0,2023.0,LOT,3,0,2,4
OE - 1,Open Elective - I,Chemical Engineering,2,4.0,2023.0,Open Elective,3,0,0,3
CS23411,Python Programming for Machine Learning,Chemical Engineering,2,4.0,2023.0,LOT,1,0,4,3
GE23327,Soft Skills – I,Chemical Engineering,2,4.0,2023.0,Laboratory,0,0,2,1
CH23421,Technical Analysis Lab,Chemical Engineering,2,4.0,2023.0,Laboratory,0,0,4,2
CH23511,Process Engineering Economics,Chemical Engineering,3,5.0,2023.0,Theory,3,0,0,3
CH23512,Chemical Engineering Thermodynamics,Chemical Engineering,3,5.0,2023.0,Theory,3,0,0,3
CH23513,Mass Transfer I,Chemical Engineering,3,5.0,2023.0,Theory,3,0,0,3
CH23514,Chemical Reaction Engineering I,Chemical Engineering,3,5.0,2023.0,Theory,3,0,0,3
CHPE1,Professional Elective – I,Chemical Engineering,3,5.0,2023.0,Professional Elective,3,0,0,3
OE - 2,Open Elective - II,Chemical Engineering,3,5.0,2023.0,Open Elective,3,0,0,3
GE23427,Soft Skills – II,Chemical Engineering,3,5.0,2023.0,Laboratory,0,0,2,1
CH23521,Heat Transfer Lab,Chemical Engineering,3,5.0,2023.0,Laboratory,0,0,4,2
CR23P51,Microfluidics Laboratory,Chemical Engineering,3,5.0,2023.0,Laboratory,0,0,2,1
CH23611,Mass Transfer II,Chemical Engineering,3,6.0,2023.0,Theory,3,0,0,3
CH23612,Chemical Reaction Engineering II,Chemical Engineering,3,6.0,2023.0,Theory,3,0,0,3
CH23613,Process Control,Chemical Engineering,3,6.0,2023.0,Theory,3,0,0,3
CH23614,Process Equipment Design,Chemical Engineering,3,6.0,2023.0,Theory,3,0,0,3
CHPE2,Professional Elective – II,Chemical Engineering,3,6.0,2023.0,Professional Elective,3,0,0,3
GE23627,Problem Solving Techniques,Chemical Engineering,3,6.0,2023.0,Others,0,0,2,1
CH23621,Mass Transfer Lab,Chemical Engineering,3,6.0,2023.0,Laboratory,0,0,4,2
CH23622,Innovation and Design thinking for Chemical Engineers,Chemical Engineering,3,6.0,2023.0,Laboratory,0,0,4,2
VAP,Value Added Program,Chemical Engineering,3,6.0,2023.0,Others,0,0,0,0
CH23711,Transport Phenomena,Chemical Engineering,4,7.0,2023.0,Theory,3,0,0,3
CH23712,Comprehensive Chemical Engineering,Chemical Engineering,4,7.0,2023.0,Theory,3,0,0,3
CH23713,Computer Applications in Chemical Engineering,Chemical Engineering,4,7.0,2023.0,Theory,3,0,0,3
CH23714,Process Plant Utilities,Chemical Engineering,4,7.0,2023.0,Theory,3,0,0,3
CHPE3,Professional Elective – III,Chemical Engineering,4,7.0,2023.0,Professional Elective,3,0,0,3
CHPE4,Professional Elective – IV,Chemical Engineering,4,7.0,2023.0,Professional Elective,3,0,0,3
CH23721,Chemical Reaction Engineering lab,Chemical Engineering,4,7.0,2023.0,Laboratory,0,0,4,2
CH23722,Process Control Lab,Chemical Engineering,4,7.0,2023.0,Laboratory,0,0,4,2
CH23723,Artificial Intelligence and Machine Learning for Chemical Engineers,Chemical Engineering,4,7.0,2023.0,Laboratory,0,0,4,2
CHPE5,Professional Elective – V,Chemical Engineering,4,8.0,2023.0,Professional Elective,3,0,0,3
CH23811,Project Work,Chemical Engineering,4,8.0,2023.0,Laboratory,0,0,24,12
GE23117,தமிழர் மரபு /Heritage of Tamils,Civil Engineering,1,1.0,2023.0,Theory,1,0,0,1
HS23111,Technical Communication -I,Civil Engineering,1,1.0,2023.0,Theory,2,0,0,2
MA23112,Algebra and Calculus,Civil Engineering,1,1.0,2023.0,Theory,3,1,0,4
CE23111,Building Materials,Civil Engineering,1,1.0,2023.0,Theory,3,0,0,3
CE23112,Engineering Drawing for Civil Engineers,Civil Engineering,1,1.0,2023.0,Theory,2,0,4,4
PH23131,Physics of Materials,Civil Engineering,1,1.0,2023.0,LOT,3,0,2,4
GE23121,Engineering Practices – Civil and Mechanical,Civil Engineering,1,1.0,2023.0,Laboratory,0,0,2,1
MC23112,Environmental Science and Engineering,Civil Engineering,1,1.0,2023.0,Theory,3,0,0,0
GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,Civil Engineering,1,2.0,2023.0,Theory,1,0,0,1
MA23212,Differential Equations and Complex Variables,Civil Engineering,1,2.0,2023.0,Theory,3,1,0,4
GE23211,Engineering Mechanics,Civil Engineering,1,2.0,2023.0,Theory,2,1,0,3
CY23223,Engineering Chemistry ,Civil Engineering,1,2.0,2023.0,LOT,3,0,2,4
EE23133,Basic Electrical and Electronics Engineering,Civil Engineering,1,2.0,2023.0,LOT,3,0,2,4
GE23231,Programming Using Python,Civil Engineering,1,2.0,2023.0,LOT,1,0,4,3
CE23221,Computer Aided Building Drawing for Civil Engineers,Civil Engineering,1,2.0,2023.0,Laboratory,0,0,4,2
HS23221,Technical Communication II,Civil Engineering,1,2.0,2023.0,Laboratory,0,0,2,1
GE23122,Engineering Practices – Electrical and Electronics,Civil Engineering,1,2.0,2023.0,Laboratory,0,0,2,1
MC23111,Indian Constitution and Freedom Movement,Civil Engineering,1,2.0,2023.0,Theory,3,0,0,0
CE23311,Strength of Materials I,Civil Engineering,2,3.0,2023.0,Theory,3,0,0,3
CE23312,Fluid Mechanics,Civil Engineering,2,3.0,2023.0,Theory,3,0,0,3
CE23313,"Construction Techniques, Equipment and Practice",Civil Engineering,2,3.0,2023.0,Theory,3,0,0,3
CE23331,Surveying,Civil Engineering,2,3.0,2023.0,LOT,3,0,2,4
MA23331,Transforms and Statistics,Civil Engineering,2,3.0,2023.0,LOT,3,0,2,4
CE23321,Construction Materials Laboratory,Civil Engineering,2,3.0,2023.0,Laboratory,0,0,4,2
CS23422,Python Programming for Machine Learning,Civil Engineering,2,3.0,2023.0,Laboratory,0,0,4,2
CE23411,Strength of Materials II,Civil Engineering,2,4.0,2023.0,Theory,3,0,0,3
CE23412,Hydraulics and Irrigation Structures,Civil Engineering,2,4.0,2023.0,Theory,3,0,0,3
CE23413,Water Supply Engineering,Civil Engineering,2,4.0,2023.0,Theory,3,0,0,3
CE23414,Highway and Railway Engineering,Civil Engineering,2,4.0,2023.0,Theory,3,0,0,3
CE23431,Soil Mechanics,Civil Engineering,2,4.0,2023.0,LOT,3,0,2,4
OE - 1,Open Elective - I,Civil Engineering,2,4.0,2023.0,Open Elective,3,0,0,3
CE23421,Strength of Materials and Hydraulic Engineering Laboratory,Civil Engineering,2,4.0,2023.0,Laboratory,0,0,4,2
GE23327,Soft Skills – I,Civil Engineering,2,4.0,2023.0,Laboratory,0,0,2,1
CE23511,Design of Reinforced Concrete Elements,Civil Engineering,3,5.0,2023.0,Theory,3,1,0,4
CE23512,Foundation Engineering,Civil Engineering,3,5.0,2023.0,Theory,3,0,0,3
CE23513,Waste Water Engineering,Civil Engineering,3,5.0,2023.0,Theory,3,0,0,3
CE23531,Structural Analysis,Civil Engineering,3,5.0,2023.0,LOT,3,0,2,4
CEPE1,Professional Elective – I,Civil Engineering,3,5.0,2023.0,Professional Elective,3,0,0,3
OE - 2,Open Elective - II,Civil Engineering,3,5.0,2023.0,Open Elective,3,0,0,3
CE23521,Water and Waste Water Analysis Laboratory,Civil Engineering,3,5.0,2023.0,Laboratory,0,0,4,2
GE23427,Soft Skills – II,Civil Engineering,3,5.0,2023.0,Laboratory,0,0,2,1
CE23611,Design of Steel Structures,Civil Engineering,3,6.0,2023.0,Theory,3,1,0,4
CE23612,"Construction, Planning,Scheduling and Management",Civil Engineering,3,6.0,2023.0,Theory,3,0,0,3
CE23613,Structural Dynamics and Earthquake Engineering,Civil Engineering,3,6.0,2023.0,Theory,3,0,0,3
CEPE2,Professional Elective – II,Civil Engineering,3,6.0,2023.0,Professional Elective,3,0,0,3
CE23631,Structural Design and Drawing,Civil Engineering,3,6.0,2023.0,LOT,3,0,2,4
CE23632,Design Thinking for innovation in Civil Engineering,Civil Engineering,3,6.0,2023.0,Laboratory,1,0,2,2
CE23711,"Estimation, Costing and Valuation Engineering",Civil Engineering,4,7.0,2023.0,Theory,3,0,0,3
CE23712,Hydrology,Civil Engineering,4,7.0,2023.0,Theory,3,0,0,3
CEPE3,Professional Elective – III,Civil Engineering,4,7.0,2023.0,Professional Elective,3,0,0,3
CEPE4,Professional Elective – IV,Civil Engineering,4,7.0,2023.0,Professional Elective,3,0,0,3
CE23721,Building Information Modelling,Civil Engineering,4,7.0,2023.0,Laboratory,0,0,4,2
CE23723,Artificial Intelligence and Machine Learning for Civil Engineers,Civil Engineering,4,7.0,2023.0,Others,0,0,4,2
CE237X,Seminar/ Others,Civil Engineering,4,7.0,2023.0,Others,0,0,0,0
CEPE5,Professional Elective – V,Civil Engineering,4,8.0,2023.0,Professional Elective,3,0,0,3
CEPE6,Professional Elective – VI,Civil Engineering,4,8.0,2023.0,Professional Elective,3,0,0,3
CE23821,Project Work,Civil Engineering,4,8.0,2023.0,Laboratory,0,0,12,6
HS23111,Technical Communication -I,Computer Science and Design,1,1.0,2023.0,Theory,2,0,0,2
MA23113,Mathematics for Design,Computer Science and Design,1,1.0,2023.0,Theory,3,1,0,4
CD23111,Design Drawing and Sketching,Computer Science and Design,1,1.0,2023.0,Theory,2,1,0,3
GE23117,தமிழர் மரபு /Heritage of Tamils,Computer Science and Design,1,1.0,2023.0,Theory,1,0,0,1
GE23131,Programming using C,Computer Science and Design,1,1.0,2023.0,LOT,1,0,6,4
PH23132,Physics for Information Science,Computer Science and Design,1,1.0,2023.0,LOT,3,0,2,4
GE23122,Engineering Practices – Electrical and Electronics,Computer Science and Design,1,1.0,2023.0,Laboratory,0,0,2,1
MC23111,Indian Constitution and Freedom Movement,Computer Science and Design,1,1.0,2023.0,Theory,3,0,0,0
MA23214,Probability and Inferential Statistics,Computer Science and Design,1,2.0,2023.0,Theory,3,1,0,4
CD23211,Foundation in Digital StoryTelling,Computer Science and Design,1,2.0,2023.0,Theory,3,0,0,3
GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,Computer Science and Design,1,2.0,2023.0,Theory,1,0,0,1
CD23231,Visual Communication Foundations,Computer Science and Design,1,2.0,2023.0,LOT,2,0,4,4
IT23231,Digital Logic and Computer Architecture,Computer Science and Design,1,2.0,2023.0,LOT,3,0,2,4
CS23231,Data Structures,Computer Science and Design,1,2.0,2023.0,LOT,3,0,4,5
HS23221/HS23222,Technical Communication II/ English for Professional Competence,Computer Science and Design,1,2.0,2023.0,Laboratory,0,0,2,1
GE23121,Engineering Practices – Civil and Mechanical,Computer Science and Design,1,2.0,2023.0,Laboratory,0,0,2,1
MC23112,Environmental Science and Engineering,Computer Science and Design,1,2.0,2023.0,Theory,3,0,0,0
MA23313,Discrete Mathematics for AI,Computer Science and Design,2,3.0,2023.0,Theory,3,1,0,4
CD23331,Design Processes and Perspectives,Computer Science and Design,2,3.0,2023.0,LOT,3,0,2,4
CS23331,Design and Analysis of Algorithms,Computer Science and Design,2,3.0,2023.0,LOT,3,0,2,4
CD23332,UI and UX design,Computer Science and Design,2,3.0,2023.0,LOT,2,0,4,4
CS23332,Database Management Systems,Computer Science and Design,2,3.0,2023.0,LOT,3,0,4,5
CD23321,Python Programming for Design,Computer Science and Design,2,3.0,2023.0,Laboratory,0,0,6,3
OE - 1,Open Elective - I,Computer Science and Design,2,4.0,2023.0,Open Elective,3,0,0,3
MA23433,Mathematical Modelling and Simulation,Computer Science and Design,2,4.0,2023.0,LOT,3,0,2,4
AI23231,Principles of Artificial Intelligence,Computer Science and Design,2,4.0,2023.0,LOT,3,0,2,4
CS23432,Software Construction,Computer Science and Design,2,4.0,2023.0,LOT,3,0,2,4
CS23532,Computer Networks,Computer Science and Design,2,4.0,2023.0,LOT,3,0,2,4
CS23333,Object Oriented Programming Using JAVA,Computer Science and Design,2,4.0,2023.0,LOT,1,0,6,4
GE23421,Soft Skills – I,Computer Science and Design,2,4.0,2023.0,Laboratory,0,0,2,1
CD23421,Industry Internship (2/4 weeks),Computer Science and Design,2,4.0,2023.0,Others,0,0,0,1
CDPE1,Professional Elective – I,Computer Science and Design,3,5.0,2023.0,Professional Elective,3,0,0,3
CD23531,Animation and Graphics,Computer Science and Design,3,5.0,2023.0,LOT,2,0,6,5
CS23431,Operating Systems,Computer Science and Design,3,5.0,2023.0,LOT,3,0,4,5
CS23531,Web Programming,Computer Science and Design,3,5.0,2023.0,LOT,1,0,4,3
CD23532,Design Thinking for Innovation in Product Development,Computer Science and Design,3,5.0,2023.0,Laboratory,1,0,2,2
GE23521,Soft Skills – II,Computer Science and Design,3,5.0,2023.0,Laboratory,0,0,2,1
OE - 2,Open Elective - II,Computer Science and Design,3,6.0,2023.0,Open Elective,3,0,0,3
CDPE2,Professional Elective – II,Computer Science and Design,3,6.0,2023.0,Professional Elective,3,0,2,4
CD23631,Game Design and Development,Computer Science and Design,3,6.0,2023.0,LOT,2,0,4,4
AI23331,Fundamentals of Machine Learning,Computer Science and Design,3,6.0,2023.0,LOT,3,0,2,4
CD23621,"Mobile Application Design and Development
Laboratory ",Computer Science and Design,3,6.0,2023.0,Laboratory,0,0,4,2
CD23622,Animated Educational Content/YouTube videos ,Computer Science and Design,3,6.0,2023.0,Laboratory,0,0,6,3
CDPE3,Professional Elective – III,Computer Science and Design,4,7.0,2023.0,Professional Elective,3,0,0,3
CDPE4,Professional Elective – IV,Computer Science and Design,4,7.0,2023.0,Professional Elective,3,0,2,4
CD23731,Film Making and Radio Podcasting,Computer Science and Design,4,7.0,2023.0,LOT,2,0,2,3
CD23721,Visual Effects,Computer Science and Design,4,7.0,2023.0,Laboratory,0,0,6,3
CD23722,Capstone Project Phase 1*,Computer Science and Design,4,7.0,2023.0,Laboratory,0,0,8,4
CDPE5,Professional Elective – V,Computer Science and Design,4,8.0,2023.0,Professional Elective,3,0,0,3
CDPE6,Professional Elective – VI,Computer Science and Design,4,8.0,2023.0,Professional Elective,3,0,0,3
CD23821,Capstone Project Phase 2* ,Computer Science and Design,4,8.0,2023.0,Laboratory,0,0,12,6
HS23111,Technical Communication -I,Computer Science and Engineering,1,1.0,2023.0,Theory,2,0,0,2
MA23111,Linear Algebra and Calculus,Computer Science and Engineering,1,1.0,2023.0,Theory,3,1,0,4
GE23117,தமிழர் மரபு /Heritage of Tamils,Computer Science and Engineering,1,1.0,2023.0,Theory,1,0,0,1
GE23131,Programming using C,Computer Science and Engineering,1,1.0,2023.0,LOT,1,0,6,4
EE23133,Basic Electrical and Electronics Engineering,Computer Science and Engineering,1,1.0,2023.0,LOT,3,0,2,4
PH23132,Physics for Information Science,Computer Science and Engineering,1,1.0,2023.0,LOT,3,0,2,4
GE23121,Engineering Practices – Civil and Mechanical,Computer Science and Engineering,1,1.0,2023.0,Laboratory,0,0,2,1
MC23111,Indian Constitution and Freedom Movement,Computer Science and Engineering,1,1.0,2023.0,Theory,3,0,0,0
MA23213,Discrete Mathematical Structures ,Computer Science and Engineering,1,2.0,2023.0,Theory,3,1,0,4
GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,Computer Science and Engineering,1,2.0,2023.0,Theory,1,0,0,1
EC23232,Digital Logic and Microprocessor,Computer Science and Engineering,1,2.0,2023.0,LOT,3,0,2,4
GE23111,Engineering Graphics,Computer Science and Engineering,1,2.0,2023.0,Theory,2,0,4,4
CS23231,Data Structures,Computer Science and Engineering,1,2.0,2023.0,LOT,3,0,4,5
HS23221/HS23222,Technical Communication II/ English for Professional Competence,Computer Science and Engineering,1,2.0,2023.0,Laboratory,0,0,2,1
GE23122,Engineering Practices – Electrical and Electronics,Computer Science and Engineering,1,2.0,2023.0,Laboratory,0,0,2,1
CS23221,Python Programming Lab,Computer Science and Engineering,1,2.0,2023.0,Laboratory,0,0,4,2
MC23112,Environmental Science and Engineering,Computer Science and Engineering,1,2.0,2023.0,Theory,3,0,0,0
MA23312,Fourier series and Number theory,Computer Science and Engineering,2,3.0,2023.0,Theory,3,1,0,4
CS23311,Computer Architecture,Computer Science and Engineering,2,3.0,2023.0,Theory,3,0,0,3
CS23331,Design and Analysis of Algorithms,Computer Science and Engineering,2,3.0,2023.0,LOT,3,0,2,4
CS23332,Database Management Systems,Computer Science and Engineering,2,3.0,2023.0,LOT,3,0,4,5
CS23333,Object Oriented Programming Using JAVA,Computer Science and Engineering,2,3.0,2023.0,LOT,1,0,6,4
CS23334,Fundamentals of Data Science,Computer Science and Engineering,2,3.0,2023.0,LOT,3,0,2,4
OE - 1,Open Elective - I,Computer Science and Engineering,2,4.0,2023.0,Open Elective,3,0,0,3
BA23512,Fundamentals of Accounting,Computer Science and Engineering,2,4.0,2023.0,Theory,3,0,0,3
